Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HouseAge,RemodelAge,OverallQualCond,TotalPorchSF,TotalGarageSize,OverallGrade,BathsPerBed,LotFrontageToLotArea,NeighborhoodMedianPrice
210,20,RL,75.0,8250,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,0,MnPrv,None,0,7,2008,WD,Normal,145000,2184,1879,44,44,42,0,506,11784,0.3333333333333333,0.00909090909090909,140000.0
211,30,RL,67.0,5604,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,96,0,0,0,None,None,0,4,2008,WD,Normal,98000,1728,1332,83,58,30,96,0,9625,0.5,0.011955745895788723,121750.0
212,20,RL,83.0,10420,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,None,None,0,3,2010,WD,Normal,186000,2424,1248,1,1,30,22,462,12054,0.6666666666666666,0.007965451055662189,121750.0
213,60,FV,72.0,8640,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,None,None,0,7,2009,New,Partial,252678,2752,2674,0,0,35,108,646,14063,0.8333333333333334,0.008333333333333333,225500.0
214,20,RL,43.0,13568,None,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,0,None,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,None,None,0,7,2006,WD,Normal,156000,1980,1706,11,11,25,0,578,9975,0.3333333333333333,0.0031692216981132077,197200.0
215,60,RL,69.0,10900,None,IR1,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,689,703,0,1392,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,36,0,0,0,0,MnPrv,Shed,450,3,2010,WD,Normal,161750,2081,1770,33,33,42,36,300,11862,0.5,0.006330275229357798,197200.0
216,20,RL,72.0,10011,None,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,0,MnPrv,None,0,5,2006,WD,Normal,134450,2306,1596,49,10,30,0,448,9785,0.5,0.00719208870242733,140000.0
217,20,RL,65.0,8450,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,Gd,8,Typ,0,None,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,None,None,0,4,2008,WD,Normal,210000,2872,2382,4,4,35,98,486,14028,0.6666666666666666,0.007692307692307693,197200.0
218,70,RM,57.0,9906,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,172,60,0,0,0,None,None,0,9,2006,WD,Family,107000,2014,1328,81,56,16,232,211,7700,0.3333333333333333,0.005754088431253785,119000.0
219,50,RL,69.0,15660,None,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,119,150,0,0,0,None,None,0,5,2008,WD,Normal,311500,2752,2295,69,2,63,269,433,13573,0.5,0.004406130268199234,200624.0
220,120,RL,43.0,3010,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,None,None,0,3,2006,New,Partial,167240,2496,1264,1,0,35,0,440,14035,1.0,0.014285714285714285,191000.0
221,20,RL,73.0,8990,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,33,0,0,0,0,None,None,0,4,2006,New,Partial,204900,2996,1498,0,0,35,33,677,14042,1.0,0.008120133481646273,197200.0
222,60,RL,69.0,8068,None,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,None,None,0,12,2009,ConLI,Normal,200000,3277,2267,7,7,30,46,392,12012,0.625,0.008552305404065444,181000.0
223,60,RL,85.0,11475,None,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,MnPrv,None,0,2,2006,WD,Normal,179900,2265,2102,31,31,36,208,436,11850,0.8333333333333334,0.007407407407407408,182900.0
224,20,RL,70.0,10500,None,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,None,None,0,3,2009,WD,Abnorml,97000,1728,1568,38,38,24,0,578,7884,0.5,0.006666666666666667,140000.0
225,20,RL,103.0,13472,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,None,None,0,6,2009,WD,Normal,386250,4784,2448,6,6,50,105,971,20030,0.6666666666666666,0.007645486935866984,315000.0
226,160,RM,21.0,1680,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,None,0,5,2009,COD,Abnorml,112000,1932,1302,38,38,25,0,281,9855,0.8333333333333334,0.0125,106000.0
227,60,RL,82.0,9950,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,114,0,0,0,0,None,None,0,6,2007,WD,Abnorml,290000,3723,3085,12,12,35,114,724,13965,0.625,0.008241206030150754,301500.0
228,160,RM,21.0,1869,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,None,0,9,2008,WD,Normal,106000,1470,1308,38,38,36,0,281,11820,0.75,0.011235955056179775,106000.0
229,20,RL,70.0,8521,None,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1974.0,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,MnPrv,None,0,5,2010,WD,Normal,125000,1824,1754,43,43,25,0,337,9835,0.3333333333333333,0.008214998239643235,135000.0
230,120,RL,43.0,3182,None,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,None,None,0,5,2009,WD,Normal,192500,2928,1571,4,3,35,20,432,14035,1.0,0.013513513513513514,191000.0
231,20,RL,73.0,8760,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,None,None,0,4,2010,WD,Normal,148000,2388,1194,51,51,36,120,313,11754,0.3333333333333333,0.008333333333333333,140000.0
232,60,RL,174.0,15138,None,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,1995.0,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,None,None,0,7,2009,WD,Normal,403000,4256,3483,14,13,40,348,813,15960,0.625,0.011494252873563218,301500.0
233,160,RM,21.0,1680,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,1,Po,Attchd,1972.0,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,None,None,0,6,2006,WD,Normal,94500,1470,987,34,34,30,0,289,11832,0.75,0.0125,106000.0
234,20,RL,75.0,10650,None,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1976.0,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,MnPrv,None,0,2,2010,WD,Normal,128200,1788,1788,34,34,30,0,309,9880,0.3333333333333333,0.007042253521126761,197200.0
235,60,RL,69.0,7851,None,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,Ex,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2,440,TA,TA,Y,288,48,0,0,0,0,None,None,0,5,2010,WD,Normal,216500,2820,2585,8,8,30,48,442,12012,0.625,0.008788689338937715,181000.0
236,160,RM,21.0,1680,None,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,89500,1470,1345,37,37,18,0,265,11826,0.75,0.0125,106000.0
237,20,RL,65.0,8773,None,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2,494,TA,TA,Y,132,105,0,0,0,0,None,None,0,5,2010,WD,Normal,185500,2828,1438,6,6,35,105,496,14028,0.6666666666666666,0.007409096090276986,197200.0
238,60,RL,69.0,9453,None,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,None,None,0,2,2010,WD,Normal,194500,2740,2146,17,7,49,308,459,13951,0.8333333333333334,0.0072992700729927005,179900.0
239,20,RL,93.0,12030,None,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,3,818,TA,TA,Y,168,228,0,0,0,0,None,None,0,12,2007,New,Partial,318000,3388,1694,0,0,40,228,821,16056,0.6666666666666666,0.0077306733167082295,315000.0
240,50,RL,52.0,8741,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,TA,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,MnPrv,None,0,4,2010,WD,Normal,113000,2222,1581,65,60,24,140,221,11670,0.5,0.005948976089692255,121750.0
241,20,FV,75.0,9000,None,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,None,None,0,4,2010,WD,Normal,262500,3132,2644,2,2,40,168,752,16064,0.6666666666666666,0.008333333333333333,225500.0
242,30,RM,40.0,3880,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,Gd,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,Gd,4,Typ,0,None,None,1980.0,None,0,0,None,None,Y,58,42,0,0,0,0,None,None,0,8,2007,WD,Normal,110500,1552,1195,62,10,45,42,0,9725,0.5,0.010309278350515464,119000.0
243,50,RM,63.0,5000,None,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,Gd,N,FuseA,889,551,0,1440,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1940.0,Unf,1,352,Fa,TA,Y,0,0,77,0,0,0,None,None,0,4,2006,WD,Normal,79000,1980,1440,106,56,20,77,353,9500,0.3333333333333333,0.0126,119000.0
244,160,RL,75.0,10762,None,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,TA,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,None,None,0,4,2009,WD,Normal,120000,1843,1217,29,29,36,28,289,11880,0.5,0.0069689648764170225,179900.0
245,60,RL,69.0,8880,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,None,None,0,5,2010,WD,Normal,205000,3058,2805,16,8,35,130,465,13958,0.8333333333333334,0.007770270270270271,179900.0
246,20,RL,80.0,10400,None,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,Gd,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1988.0,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,None,None,0,6,2006,WD,Normal,241500,3717,2801,18,18,35,39,606,13916,0.6666666666666666,0.007692307692307693,182900.0
247,190,RM,69.0,9142,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,Gd,N,FuseP,908,1020,0,1928,0,0,2,0,4,2,Fa,9,Typ,0,None,Detchd,1910.0,Unf,1,440,Po,Po,Y,0,60,112,0,0,0,None,None,0,4,2006,WD,Normal,137000,2948,1928,96,56,48,172,441,11460,0.5,0.0075475825858674255,119000.0
248,20,RL,75.0,11310,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,Ex,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1954.0,Unf,2,451,TA,TA,Y,0,30,0,0,0,0,None,None,0,6,2006,WD,Normal,140000,2742,1375,52,52,30,30,453,11724,0.5,0.006631299734748011,140000.0
249,60,RL,72.0,11317,None,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2003.0,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,None,None,0,9,2007,WD,Normal,180000,2508,1668,4,4,35,68,502,14021,0.8333333333333334,0.006362110099849784,197200.0
250,50,RL,69.0,159000,None,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,Gd,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,1,Gd,7,Typ,2,TA,Attchd,1958.0,Fin,2,389,TA,TA,Y,0,98,0,0,0,0,None,Shed,500,6,2007,WD,Normal,277000,3588,2841,49,1,42,98,391,11748,0.5,0.0004339622641509434,200250.0
251,30,RL,55.0,5350,None,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,None,None,1980.0,None,0,0,None,None,Y,263,0,0,0,0,0,GdWo,Shed,450,5,2010,WD,Normal,76500,2034,1306,70,44,6,0,0,5820,0.3333333333333333,0.010280373831775701,124300.0
252,120,RM,44.0,4750,None,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,Ex,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,2,538,TA,TA,Y,123,0,0,0,153,0,None,None,0,12,2007,WD,Family,235000,3198,3198,1,0,40,153,540,16048,1.0,0.009263157894736843,200624.0
253,60,RL,65.0,8366,None,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2004.0,RFn,2,520,TA,TA,Y,138,45,0,0,0,0,None,None,0,12,2008,WD,Normal,173000,2438,1640,4,4,30,45,522,12024,0.8333333333333334,0.007769543389911547,179900.0
254,80,RL,85.0,9350,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,None,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,MnPrv,None,0,10,2007,CWD,Normal,158000,2604,2152,43,16,42,0,310,11784,0.6666666666666666,0.00909090909090909,140000.0
255,20,RL,70.0,8400,None,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,TA,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1957.0,RFn,1,294,TA,TA,Y,250,0,0,0,0,0,None,None,0,6,2010,WD,Normal,145000,2628,2236,53,53,30,0,295,9785,0.3333333333333333,0.008333333333333333,140000.0
